Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,function_name,codeFunctions,originalComment,codeComment,human_conciseness,human_fluency,human_content_adequacy,BLEU_1,ROUGE_1_P,ROUGE_W_R,CodeT5_plus_CS,BERTScore_R,SentenceBERT_CS,InferSent_CS,SIDE_score,C_Coeff,SIDE_emb,model_content_adequacy,model_conciseness,model_fluency,LLM_JUDGE_score,LLM_JUDGE_reason,LLM_JUDGE_raw_output
357,357,357,358,print_optimization_results,"def print_optimization_results(params: Dict[str, Any], score: float):
    
    print(""\n"" + ""="" * 50)
    print("" OPTIMIZATION RESULTS "")
    print(""="" * 50)
    print(f""SCORE: {score:.4f}"")
    print(""\nBest Parameters:"")
    for param, value in params.items():
        print(f""  {param}: {value}"")
    print(""="" * 50 + ""\n"")",Print optimization results in a nicely formatted way.,<s>Print a list of <UNK> to the console,5.0,5.0,5.0,0.7142857142857143,0.375,0.25,0.5225721597671509,0.41191342,0.5488277,0.8027232,0.5501591563224792,0.375,0.6026887784789382,5.0,5.0,5.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""Print a list of <UNK> to the console"". The code prints optimization results: prints header, score, best parameters. The summary is vague and incorrect: it says ""Print a list of <UNK> to the console"". That is not accurate. So score 1 or 2? It's mostly unrelated. It's missing main behavior. So score 1. Provide reason: ""Summary is vague and does not describe the function's purpose.""assistantfinal{""score"": 1, ""reason"": ""Summary is vague and does not describe the function's purpose"
358,358,358,359,run_stateless_http_server,"def run_stateless_http_server(server_port: int) -> None:
    
    _, app = make_fastmcp_stateless_http_app()
    server = uvicorn.Server(
        config=uvicorn.Config(
            app=app, host=""127.0.0.1"", port=server_port, log_level=""error""
        )
    )
    print(f""Starting stateless StreamableHTTP server on port {server_port}"")
    server.run()",Run the stateless StreamableHTTP server.,<s>Run a <UNK> server on a port,5.0,5.0,4.0,0.4545454545454545,0.2307692307692307,0.6,0.6731281280517578,0.5928986,0.7682148,0.5452369,0.8368479013442993,0.4615384615384615,0.6357217032699127,5.0,5.0,5.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""<s>Run a <UNK> server on a port"". The code defines a function run_stateless_http_server that creates a FastAPI app via make_fastmcp_stateless_http_app, sets up a uvicorn server on 127.0.0.1 with given port, log level error, prints a message, and runs the server. The summary says ""Run a <UNK> server on a port"". It's extremely vague, missing details like ""stateless StreamableHTTP server"" or ""uvicorn"" or ""FastAPI"". It doesn't mention the host or log"
359,359,359,360,package_template_features,"def package_template_features(
    *,
    hit_features: Sequence[Mapping[str, Any]],
    include_ligand_features: bool,
) -> Mapping[str, Any]:
  

  features_to_include = set(_POLYMER_FEATURES)
  if include_ligand_features:
    features_to_include.update(_LIGAND_FEATURES)

  features = {
      feat: [single_hit_features[feat] for single_hit_features in hit_features]
      for feat in features_to_include
  }

  stacked_features = {}
  for k, v in features.items():
    if k in _POLYMER_FEATURES:
      v = np.stack(v, axis=0) if v else np.array([], dtype=_POLYMER_FEATURES[k])
    stacked_features[k] = v

  return stacked_features","Stacks polymer features, adds empty and keeps ligand features unstacked.",<s>Package the template features for a single hit,5.0,5.0,4.0,0.8356164383561644,0.4545454545454545,0.5,0.5029513835906982,0.27868775,0.5799666,0.76396114,0.6336253881454468,0.0909090909090909,0.5476979658990443,4.0,5.0,4.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary: ""Package the template features for a single hit"". The code: function package_template_features takes hit_features: Sequence[Mapping[str, Any]] and include_ligand_features: bool. It builds features_to_include set of polymer features, optionally ligand features. Then builds features dict mapping each feature to list of values from each hit_features. Then stacks polymer features into numpy arrays. Returns stacked_features dict. So summary says ""Package the template features for a single hit"". That is inaccurate: it processes multiple hits, not single. Also mentions ""single hit"" incorrectly. Also doesn't mention ligand"
360,360,360,361,rewrite_schema_for_sqlglot,"def rewrite_schema_for_sqlglot(
        cls, schema: str | SQLGlotSchemaType | BirdSampleType
    ) -> SQLGlotSchemaType:
        
        schema_dict = None
        if schema:
            if isinstance(schema, str):
                schema = cls.extract_schema_from_ddls(schema)
                schema_dict = cls.format_schema(schema)
            elif _isinstance_sqlglot_schema_type(schema):
                schema_dict = schema
            elif _isinstance_bird_sample_type(schema):
                schema_dict = cls._get_schema_from_bird_sample(schema)
            elif _isinstance_ddl_schema_type(schema):
                schema_dict = cls.format_schema(schema)
            else:
                raise TypeError(f""Unsupported schema type: {type(schema)}"")
        return schema_dict",Rewrites the schema for use in SQLGlot.,<s>Rewrite the schema for a <UNK> file,5.0,5.0,3.0,0.5211267605633803,0.2,0.2857142857142857,0.5876084566116333,0.38864332,0.7495739,0.6308392,0.8367446064949036,0.4,0.6409265317504705,5.0,5.0,5.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary. The summary is: ""Rewrite the schema for a <UNK> file"". That is extremely vague. The code is a function rewrite_schema_for_sqlglot that takes cls, schema: str | SQLGlotSchemaType | BirdSampleType and returns SQLGlotSchemaType. It processes schema: if schema is str, extracts schema from DDLs, formats it; if it's SQLGlotSchemaType, returns it; if BirdSampleType, gets schema from bird sample; if DDL schema type, formats it; else raises TypeError. So the summary ""Rewrite the"
361,361,361,362,get_config_defaults,"def get_config_defaults() -> Dict[str, Any]:
    
    defaults = {
        'site': 'all',
        'model': 'gpt-4o-mini',
        'generate_mode': 'list', 
        'retrieval_backend': CONFIG.preferred_retrieval_endpoint,
        'prev': []
    }
    
    # Try to get preferred model from LLM config
    if hasattr(CONFIG, 'preferred_llm_provider') and CONFIG.preferred_llm_provider:
        llm_provider = CONFIG.get_llm_provider()
        if llm_provider and llm_provider.models:
            # Use the 'low' model as default for testing
            defaults['model'] = llm_provider.models.low or defaults['model']
    
    return defaults",Get default values from config files.,<s>Returns the default values for the config file,5.0,5.0,3.0,0.3636363636363636,0.1666666666666666,0.3333333333333333,0.5510074496269226,0.5819261,0.6249538,0.7529687,0.5321656465530396,0.4166666666666667,0.4636532759640249,5.0,5.0,5.0,5,Accurately describes the function's purpose.,"analysisWe need to evaluate the generated summary: ""Returns the default values for the config file"". The code defines a function get_config_defaults that returns a dict of defaults. The summary is accurate but very brief. It captures main behavior: returns default values for config. It doesn't mention specifics like site, model, etc. But it's still correct. According to rubric, it's accurate, faithful, useful, concise. So score 5. Provide JSON.assistantfinal{""score"": 5, ""reason"": ""Accurately describes the function's purpose.""}"
362,362,362,363,write_fold_input_json,"def write_fold_input_json(
    fold_input: folding_input.Input,
    output_dir: os.PathLike[str] | str,
) -> None:
  
  os.makedirs(output_dir, exist_ok=True)
  path = os.path.join(output_dir, f'{fold_input.sanitised_name()}_data.json')
  print(f'Writing model input JSON to {path}')
  with open(path, 'wt') as f:
    f.write(fold_input.to_json())",Writes the input JSON to the output directory.,<s>Write a model input to a file,5.0,5.0,4.0,0.6,0.4444444444444444,0.375,0.5673105120658875,0.49522755,0.70679784,0.784914,0.3315481543540954,0.3333333333333333,0.6690716466884506,5.0,5.0,5.0,5,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""Write a model input to a file"". The code writes a JSON representation of fold_input to a file named after sanitized name in output_dir. The summary is accurate but very brief. It captures main behavior: writes model input to a file. It doesn't mention JSON or path, but main purpose is writing model input to a file. It's concise and accurate. According to rubric, it's accurate, faithful, useful, concise. So score 5. Provide reason: ""Accurately describes main behavior.""assistantfinal{""score"": 5, ""reason"": """
363,363,363,364,_generate_audio_segments,"def _generate_audio_segments(self, text: str, temp_dir: str) -> List[str]:
        
        qa_pairs = self.provider.split_qa(
            text, self.ending_message, self.provider.get_supported_tags()
        )
        audio_files = []
        provider_config = self._get_provider_config()

        for idx, (question, answer) in enumerate(qa_pairs, 1):
            for speaker_type, content in [(""question"", question), (""answer"", answer)]:
                temp_file = os.path.join(
                    temp_dir, f""{idx}_{speaker_type}.{self.audio_format}""
                )
                voice = provider_config.get(""default_voices"", {}).get(speaker_type)
                model = provider_config.get(""model"")

                audio_data = self.provider.generate_audio(content, voice, model)
                with open(temp_file, ""wb"") as f:
                    f.write(audio_data)
                audio_files.append(temp_file)

        return audio_files",Generate audio segments for each Q&A pair.,<s>Generate audio segments from text file,4.0,5.0,4.0,0.4269662921348314,0.2,0.375,0.5431609153747559,0.17805423,0.5375642,0.76808167,0.4156816601753235,0.2142857142857142,0.6018753751774707,4.0,5.0,5.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary. The summary: ""<s>Generate audio segments from text file"". That is very short. The code: function _generate_audio_segments takes text and temp_dir, splits into QA pairs, loops over each pair, for each speaker type question/answer, creates temp file path, gets voice and model from provider config, generates audio data via provider.generate_audio, writes to file, appends to list, returns list of file paths. So summary: ""Generate audio segments from text file"". That is somewhat accurate: it generates audio segments from text. But it doesn't mention splitting into QA pairs"
364,364,364,365,format,"def format(self) -> str:
        
        if len(self.ingestions) == 0 and len(self.queries) == 0:
            return ""There were no ingestion or query tasks detected.""

        instructions = ""Tasks:\n\n""
        order = 1

        if len(self.ingestions) > 0:
            instructions += ""Ingestions:\n""
            for ingestion in self.ingestions:
                instructions += f""{order}: {ingestion.path_or_url}\n""
                order += 1

            instructions += ""\n""

        if len(self.queries) > 0:
            instructions += ""Queries:\n""
            for query in self.queries:
                instructions += f""{order}: {query.query}\n""
                order += 1

        return instructions",Format the DocumentTask as a string for the TaskManager to work with.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,5.0,5.0,3.0,0.7045463862276964,0.2,0.0833333333333333,0.6042914390563965,0.3077671,0.5457603,0.58106095,0.440669447183609,0.5,0.5943902609379789,5.0,5.0,5.0,1,Summary does not describe the code.,"analysisWe need to evaluate the generated summary. The summary is nonsense: ""<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>"". It's obviously not describing the code. So score 1: incorrect or mostly unrelated. Provide reason: ""Summary does not describe the code.""assistantfinal{""score"": 1, ""reason"": ""Summary does not describe the code.""}"
365,365,365,366,sort_agent_signals,"def sort_agent_signals(signals):
    
    # Create order mapping from ANALYST_ORDER
    analyst_order = {display: idx for idx, (display, _) in enumerate(ANALYST_ORDER)}
    analyst_order[""Risk Management""] = len(ANALYST_ORDER)  # Add Risk Management at the end

    return sorted(signals, key=lambda x: analyst_order.get(x[0], 999))",Sort agent signals in a consistent order.,"<unk>
    <UNK> <UNK> <UNK> <UNK> <UNK>",5.0,5.0,4.0,0.6491228070175439,0.375,0.4285714285714285,0.6118775606155396,0.46404994,0.7020937,0.6918474,0.8353396058082581,0.25,0.648164685339319,5.0,5.0,5.0,1,The summary is nonsensical and does not describe the code.,"analysisWe need to evaluate the generated summary. The summary is ""<unk> <UNK> <UNK> <UNK> <UNK>"" which is nonsense. So it's incorrect. Score 1. Reason: summary does not describe code.assistantfinal{""score"": 1, ""reason"": ""The summary is nonsensical and does not describe the code.""}"
366,366,366,367,_log_debug,"def _log_debug(self, message: str, **kwargs) -> None:
        
        if self.server.debug:
            print(f""DEBUG: {message}"")
            if kwargs:
                print(json.dumps(kwargs, indent=2))",Log debug information if debug mode is enabled.,<s>,5.0,5.0,5.0,0.6935483870967742,0.6,0.75,0.6029514074325562,0.6196317,0.76404035,0.87238,0.8697514533996582,0.3,0.4933598308242719,5.0,5.0,5.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary. But the user didn't provide the generated summary. The prompt says: ""Generated summary: <s>"" but no actual summary. It seems incomplete. The user likely omitted the summary. We cannot evaluate. According to instructions, we must judge only the generated summary against the code. But we don't have the summary. So we cannot score. We should respond with something? The instructions: ""Return exactly this JSON object and nothing else: {""score"": <integer from 1 to 5>, ""reason"": ""<one short sentence>""}"". But we cannot produce a score because no summary"
367,367,367,368,load_and_preprocess_image,"def load_and_preprocess_image(image_path, target_img_size):
    
    image = cv2.imread(image_path)
    if image is None:
        raise ValueError(f""Failed to load image from path: {image_path}"")

    # Resize and pad the image to the target size
    resized_image = resize_image(image, target_img_size)

    # Normalize the image (assuming model expects normalized input)
    normalized_image = resized_image.astype(np.float32) / 255.0

    # Expand dimensions to match the model's input shape
    input_data = np.expand_dims(normalized_image, axis=0)  # Add batch dimension
    return resized_image, input_data","Load and preprocess an image from the specified path, resizing and padding it to the target size.",<s>Load and preprocess a single image,5.0,5.0,4.0,0.6022545137413059,0.4,0.1764705882352941,0.5987998247146606,0.26856947,0.60497963,0.6027533,0.862827479839325,0.7,0.6217335779648492,5.0,5.0,5.0,4,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""Load and preprocess a single image"". The code: function load_and_preprocess_image(image_path, target_img_size) loads image, checks None, resizes, normalizes, expands dims, returns resized_image and input_data. The summary says ""Load and preprocess a single image"". That is accurate but incomplete: it doesn't mention resizing, normalizing, expanding dims, or returning two values. But the summary is concise. According to rubric, we can give 4: mostly correct, useful, minor omissions. It's not hallucinating. So score 4. Reason: ""Acc"
368,368,368,369,_generate_greedy_sample,"def _generate_greedy_sample(self, prompt: str) -> str:
        
        logger.debug(""Generating greedy sample"")
        
        response = self.client.chat.completions.create(
            model=self.model,
            messages=[{""role"": ""user"", ""content"": prompt}],
            max_tokens=self.max_tokens,
            temperature=0.0  # Greedy decoding
        )
        
        self.completion_tokens += response.usage.completion_tokens
        
        return response.choices[0].message.content.strip()",Generate a single greedy sample with temperature=0.,<s><input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <input> <,4.0,5.0,4.0,0.5662650602409639,0.25,0.375,0.6175727844238281,0.3143453,0.36136746,0.6441729,0.5169163942337036,0.25,0.3893278382178133,4.0,5.0,5.0,1,The summary does not describe the code at all.,"analysisWe need to evaluate the generated summary. The summary is nonsense: ""<s><input> <input> ..."". It's not describing the code. So score 1. Reason: summary is unrelated.assistantfinal{""score"": 1, ""reason"": ""The summary does not describe the code at all.""}"
369,369,369,370,_prepare_toolset,"def _prepare_toolset(self) -> None:
    
    # For each API, get the first version and the first spec of that version.
    spec_str = self._apihub_client.get_spec_content(self._apihub_resource_name)
    spec_dict = yaml.safe_load(spec_str)
    if not spec_dict:
      return

    self.name = self.name or _to_snake_case(
        spec_dict.get('info', {}).get('title', 'unnamed')
    )
    self.description = self.description or spec_dict.get('info', {}).get(
        'description', ''
    )
    self._openapi_toolset = OpenAPIToolset(
        spec_dict=spec_dict,
        auth_credential=self._auth_credential,
        auth_scheme=self._auth_scheme,
        tool_filter=self.tool_filter,
    )",Fetches the spec from API Hub and generates the toolset.,<s>Prepare the <UNK> for the <UNK> API,4.0,5.0,3.0,0.6,0.375,0.2,0.5507110357284546,0.3009692,0.67932975,0.76684654,0.3922708630561828,0.25,0.5077833738563514,4.0,5.0,5.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""<s>Prepare the <UNK> for the <UNK> API"". The code is a method _prepare_toolset that loads an OpenAPI spec, sets name and description, and creates an OpenAPIToolset. The summary is extremely vague: ""Prepare the <UNK> for the <UNK> API"". It doesn't mention spec loading, name/description, toolset creation. It's basically nonsense. So it's incorrect. Score 1. Reason: summary is unrelated.assistantfinal{""score"": 1, ""reason"": ""The summary is vague and"
370,370,370,371,add_message_pair,"def add_message_pair(self, user_message: str, assistant_message: str):
        
        if not any(entry[""user""] == user_message for entry in self.cache):
            self.cache.append({""user"": user_message, ""assistant"": assistant_message})
            self._save()",Add a user/assistant pair to the cache if not present.,<s>Add a message pair to the database,5.0,5.0,4.0,0.696969696969697,0.5454545454545454,0.5454545454545454,0.6726023554801941,0.37344733,0.61044633,0.77085197,0.7895865440368652,0.0,0.7192227015335896,5.0,5.0,5.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary. The code defines a method add_message_pair that takes user_message and assistant_message. It checks if any entry in self.cache has user equal to user_message; if not, it appends a dict with user and assistant keys and calls self._save().

The summary: ""<s>Add a message pair to the database"". That is fairly accurate: it adds a message pair to the database (cache). It doesn't mention the check for duplicates or the _save call, but it's a concise summary. According to rubric, it's mostly correct, but missing the duplicate check. But it's still accurate"
371,371,371,372,clean_response,"def clean_response(cls, content: str) -> Dict[str, Any]:
        
        cleaned = re.sub(r""```(?:json)?\s*"", """", content).strip()
        match = re.search(r""(\{.*\})"", cleaned, re.S)
        if not match:
            logger.error(""Failed to parse JSON from content: %r"", content)
            return {}
        return json.loads(match.group(1))",Strip markdown fences and extract the first JSON object.,<s>A <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,5.0,5.0,3.0,0.5857142857142857,0.25,0.2222222222222222,0.682233452796936,0.33434805,0.6042968,0.69515693,-0.2664934992790222,0.4166666666666667,0.3451086623453399,5.0,5.0,5.0,1,The summary is nonsensical and does not describe the code.,"analysisWe need to evaluate the generated summary. The summary is ""<s>A <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>"". That is nonsense. The code: function clean_response that takes cls and content string, cleans triple backticks, extracts JSON object, logs error if not found, returns parsed JSON dict or empty dict. The summary is nonsense, not describing code. So score 1. Reason: summary is unrelated.assistantfinal{""score"": 1, ""reason"": ""The summary is nonsensical and does not describe the code.""}"
372,372,372,373,_create_session,"def _create_session(self) -> requests.Session:
        
        session = requests.Session()

        # Configure automatic retries with exponential backoff
        retry_strategy = Retry(
            total=self.max_retries,
            backoff_factor=self.retry_backoff_factor,
            status_forcelist=[429, 500, 502, 503, 504],
            allowed_methods={""HEAD"", ""GET"", ""POST"", ""OPTIONS""},
        )

        adapter = HTTPAdapter(max_retries=retry_strategy)

        # Set up headers
        headers = {""Accept"": ""application/json""}
        if self.api_key:
            headers[""x-api-key""] = self.api_key

        session.headers.update(headers)

        return session",Create and configure a requests session with retry capabilities,<s>Create a new API call,5.0,5.0,4.0,0.7297297297297297,0.5454545454545454,0.4444444444444444,0.6065587997436523,0.44205782,0.58865964,0.8297593,0.6242203116416931,0.5454545454545454,0.5202676747143278,5.0,5.0,5.0,1,Summary is too vague and unrelated.,"analysisWe need to evaluate the generated summary. The summary is: ""<s>Create a new API call"". That is the entire summary. It's not a proper summary. It's incomplete, not describing the code. So score 1. Provide JSON: {""score"":1,""reason"":""Summary is too vague and unrelated.""}assistantfinal{""score"": 1, ""reason"": ""Summary is too vague and unrelated to the code.""}"
373,373,373,374,_snowflake_to_iso,"def _snowflake_to_iso(snowflake: str) -> str:
        
        if not DiscordRetrieveTool._is_snowflake(snowflake):
            raise ValueError(f""Invalid snowflake ID: {snowflake}"")

        # Discord epoch (2015-01-01)
        discord_epoch = 1420070400000

        # Convert ID to int and shift right 22 bits to get timestamp
        timestamp_ms = (int(snowflake) >> 22) + discord_epoch

        # Convert to datetime and format as ISO string
        dt = datetime.fromtimestamp(timestamp_ms / 1000.0, tz=timezone.utc)
        return dt.isoformat()",Convert a Discord snowflake ID to ISO timestamp string.,<s>Convert a <UNK> ID to an ISO string,5.0,5.0,5.0,0.8793103448275862,0.7777777777777778,0.7777777777777778,0.6413384079933167,0.738245,0.8087938,0.98072255,0.6940207481384277,0.8888888888888888,0.8125941544302078,5.0,5.0,5.0,1,Failed to parse model output.,"analysisWe need to evaluate the generated summary: ""<s>Convert a <UNK> ID to an ISO string"". The code: function _snowflake_to_iso(snowflake: str) -> str: checks if snowflake is valid via _is_snowflake, raises ValueError if not. Then uses Discord epoch, shifts right 22 bits, adds epoch, converts to datetime, returns ISO string. So summary: ""Convert a <UNK> ID to an ISO string"". It says ""Convert a <UNK> ID to an ISO string"". The code indeed converts a snowflake ID to ISO string. The summary is"
374,374,374,375,wait_for_health,"def wait_for_health(url: str, timeout: int = 300) -> bool:
    
    print(f""Waiting for {url} to be healthy..."")
    start_time = time.time()

    while time.time() - start_time < timeout:
        try:
            response = requests.get(f""{url}/health"", timeout=5)
            if response.status_code == 200:
                print(""✓ Service is healthy"")
                return True
        except requests.exceptions.RequestException:
            pass

        time.sleep(2)
        print(""."", end="""", flush=True)

    print(""\n✗ Service health check timed out"")
    return False",Wait for service to be healthy.,<s>Wait for the service to be healthy,5.0,5.0,3.0,0.453125,0.1818181818181818,0.3333333333333333,0.5387248396873474,0.29192907,0.66982013,0.4973394,0.2066745460033416,0.7272727272727273,0.5765512753146598,5.0,5.0,5.0,2,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""Wait for the service to be healthy"". The code: function wait_for_health(url, timeout=300) prints waiting, loops until timeout, tries GET /health, if 200 prints ✓ and returns True, else sleeps 2 seconds, prints ""."", flush. After timeout prints ✗ and returns False. So summary: ""Wait for the service to be healthy"". That is basically correct but incomplete: doesn't mention timeout, return value, or that it returns bool, or that it prints status. But the rubric: 5: accurate, faithful, useful, concise. 4"
375,375,375,376,create,"def create() -> None:
    
    adk_app = AdkApp(agent=root_agent, enable_tracing=True)

    remote_agent = agent_engines.create(
        adk_app,
        display_name=root_agent.name,
        requirements=[
            ""google-adk (>=0.0.2)"",
            ""google-cloud-aiplatform[agent_engines] (>=1.91.0,!=1.92.0)"",
            ""google-genai (>=1.5.0,<2.0.0)"",
            ""pydantic (>=2.10.6,<3.0.0)"",
            ""absl-py (>=2.2.1,<3.0.0)"",
        ],
        #        extra_packages=[""""],
    )
    print(f""Created remote agent: {remote_agent.resource_name}"")",Creates an agent engine for Academic Research.,<s>Create a new <UNK> instance,5.0,5.0,4.0,0.4886363636363636,0.0833333333333333,0.1428571428571428,0.5399994254112244,0.24629013,0.44975972,0.596666,0.8622705340385437,0.25,0.4896523671958637,5.0,5.0,5.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary: ""<Create a new <UNK> instance"". The code: defines a function create() that creates an AdkApp instance, then creates a remote agent via agent_engines.create with certain requirements, prints the resource name. The summary says ""Create a new <UNK> instance"". That is extremely vague and incomplete. It doesn't mention AdkApp, remote agent, requirements, printing. It's basically wrong. So score 1. Provide reason: summary is too generic and doesn't reflect code.assistantfinal{""score"": 1, ""reason"": ""Summary is too"
376,376,376,377,configure,"def configure(cls, **kwargs):
        
        for key, value in kwargs.items():
            key = key.strip().lower()
            if hasattr(cls, key):
                if key in cls.parser_keywords:
                    setattr(cls, key, value)
                else:
                    # Yup, no fun allowed LOL
                    raise AttributeError(f'Unknown parser argument: ""{key}""; maybe you meant {cls.parser_keywords}?')
            else:
                raise ValueError(f'Unknown parser argument: ""{key}""; maybe you meant {cls.parser_keywords}?')

        if not kwargs:
            raise AttributeError(f'You must pass a keyword to configure, current keywords: {cls.parser_keywords}?')","Set multiple arguments for the parser at once globally :param kwargs: The keywords can be any arguments of the following: huge_tree, keep_comments, keep_cdata, auto_match, storage, storage_args, automatch_domain",<s>This is a class for the <UNK> class,5.0,5.0,4.0,0.2696477452886903,0.25,0.0606060606060606,0.6449633240699768,-0.1918799,0.36657578,0.76044977,0.8465762734413147,0.25,0.4098010753805887,5.0,5.0,5.0,1,Summary does not describe the code.,"analysisWe need to evaluate the generated summary. The summary is: ""<s>This is a class for the <UNK> class"". That is nonsense. The code is a function configure that sets attributes on a class based on kwargs, with error handling. The summary is completely unrelated. So score 1. Provide reason: ""Summary does not describe the code.""assistantfinal{""score"": 1, ""reason"": ""Summary does not describe the code.""}"
377,377,377,378,__init__,"def __init__(
        self,
        config,
        actor_module: nn.Module,
        actor_optimizer: torch.optim.Optimizer = None,
    ):
        
        super().__init__(config)
        self.actor_module = actor_module
        self.actor_optimizer = actor_optimizer
        self.use_remove_padding = self.config.get('use_remove_padding', False)
        print(f'Actor use_remove_padding={self.use_remove_padding}')
        self.ulysses_sequence_parallel_size = self.config.ulysses_sequence_parallel_size
        self.use_ulysses_sp = self.ulysses_sequence_parallel_size > 1

        self.compute_entropy_from_logits = torch.compile(verl_F.entropy_from_logits, dynamic=True)","When optimizer is None, it is Reference Policy",<s>Another class for <UNK> <UNK> <UNK>,5.0,5.0,3.0,0.449438202247191,0.1,0.125,0.5904783606529236,0.05578516,0.26716545,0.47215283,0.666009783744812,0.0,0.5836473361468871,4.0,5.0,5.0,1,Summary is unrelated and nonspecific.,"analysisWe need to evaluate the generated summary: ""<s>Another class for <UNK> <UNK> <UNK>"". This is obviously not describing the code. The code is a constructor of a class, initializing actor_module, actor_optimizer, config flags, printing, setting up sequence parallel size, and compiling a function. The summary is nonsense. So score 1. Provide reason: ""Summary is unrelated and nonspecific.""assistantfinal{""score"": 1, ""reason"": ""Summary is unrelated and nonspecific.""}"
378,378,378,379,list_available,"def list_available(cls) -> List[str]:
        
        keys = list(Registrable._registry[cls].keys())
        default = cls.default_implementation

        if default is None:
            return keys
        elif default not in keys:
            raise ConfigurationError(
                f""Default implementation {default} is not registered""
            )
        else:
            return [default] + [k for k in keys if k != default]",List default first if it exists,<s>Another test case is available to all tests in the test case,5.0,5.0,3.0,0.4193548387096774,0.0,0.0,0.4560204446315765,-0.07872419,0.2203991,0.54546565,0.5656054019927979,0.5,0.4210840248980387,5.0,5.0,4.0,1,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary against the code. The code defines a function list_available(cls) that returns a list of strings. It gets keys from Registrable._registry[cls].keys(), default = cls.default_implementation. If default is None, return keys. Else if default not in keys, raise ConfigurationError. Else return [default] + [k for k in keys if k != default].

The generated summary: ""<s>Another test case is available to all tests in the test case"". That is nonsense. It doesn't describe the function. So it's incorrect. Score 1. Reason: summary is"
379,379,379,380,mock_session,"def mock_session():
    
    from unittest.mock import AsyncMock, MagicMock

    # Create mock connector
    connector = MagicMock()
    connector.connect = AsyncMock()
    connector.disconnect = AsyncMock()
    connector.initialize = AsyncMock(return_value={""session_id"": ""test_session""})
    connector.tools = [{""name"": ""test_tool""}]
    connector.call_tool = AsyncMock(return_value={""result"": ""success""})

    return connector",Return a mock session object for testing.,<s>A <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,5.0,5.0,5.0,0.5757575757575758,0.5555555555555556,0.7142857142857143,0.5583035945892334,0.7941862,0.60905474,0.76490086,-0.2746924757957458,0.4444444444444444,0.7351416483112261,4.0,5.0,5.0,1,The summary is gibberish and does not describe the code.,"analysisWe need to evaluate the generated summary. The summary is nonsense: ""<s>A <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>"". It's basically gibberish. So it's incorrect. Score 1. Reason: summary does not describe code.assistantfinal{""score"": 1, ""reason"": ""The summary is gibberish and does not describe the code.""}"
380,380,380,381,load_json_file,"def load_json_file(self, path: str) -> dict:
        
        json_memory = {}
        try:
            with open(path, 'r') as f:
                json_memory = json.load(f)
        except FileNotFoundError:
            self.logger.warning(f""File not found: {path}"")
            return {}
        except json.JSONDecodeError:
            self.logger.warning(f""Error decoding JSON from file: {path}"")
            return {}
        except Exception as e:
            self.logger.warning(f""Error loading file {path}: {e}"")
            return {}
        return json_memory",Load a JSON file.,<s>Returns a dictionary of all the data from a file,5.0,5.0,5.0,0.3090909090909091,0.4444444444444444,0.75,0.58458411693573,0.73002875,0.62568545,0.67445165,0.8251734375953674,0.4444444444444444,0.4766360373987901,5.0,5.0,5.0,4,Parsed score from non-JSON model output.,"analysisWe need to evaluate the generated summary. The summary: ""Returns a dictionary of all the data from a file"". The code: load_json_file reads a JSON file, returns dict, handles errors, logs warnings, returns empty dict on errors. The summary is correct but incomplete: doesn't mention error handling, logging, or that it returns empty dict on errors. But it's still accurate: it returns a dictionary of all data from a file. It's concise. According to rubric, it's mostly correct, but incomplete. Score 4? Let's see: 4: Mostly correct and useful, with only minor omissions or imprecision."
